solarproduktion_v,hausverbrauch_v,batterie_laden_v,batterie_entladen_v,batterie_ladung_p,netz_einspeisung_v,netz_einspeisung_e,netz_bezug_v,netz_bezug_e,autarkie_p,eigenstrom_p,netz_einspeisung_p,netz_bezug_p,autarkie_v,eigenstrom_v,direktverbrauch_v,einsparung_solar_v,einsparung_batterie_v,startTimestamp,weekTimestamp,monthTimestamp,yearTimestamp
8.82125,19.112,2.80419,2.93381,0.0,0.13687,0.082,12.04542,0.2974,0.36975,0.981,0.019,0.63025,7.06658,7.06658,5.88019,2.1016,0.64257,2023-11-06,2023-11-06,2023-11-01,2023-01-01
4.557,19.59712,1.34231,0.99406,0.0,0.02013,0.082,16.87939,0.2974,0.13868,0.99265,0.00735,0.86132,2.71773,2.71773,3.19456,0.80825,0.18556,2023-11-07,2023-11-06,2023-11-01,2023-01-01
9.495,21.98862,4.29144,4.10319,0.0,0.36772,0.082,14.954,0.2974,0.31992,0.95032,0.04968,0.68008,7.03463,7.03462,4.83584,2.0921,0.86839,2023-11-08,2023-11-06,2023-11-01,2023-01-01
5.1495,17.17363,2.70469,2.29506,0.0,0.05044,0.082,14.18231,0.2974,0.17418,0.98342,0.01658,0.82582,2.99131,2.99131,2.39437,0.88962,0.46077,2023-11-09,2023-11-06,2023-11-01,2023-01-01
6.42938,21.0045,3.07994,2.6795,0.0,0.09212,0.082,16.57328,0.2974,0.21097,0.97963,0.02037,0.78903,4.43122,4.43122,3.25731,1.31784,0.54433,2023-11-10,2023-11-06,2023-11-01,2023-01-01
5.61287,17.30425,2.63537,2.31456,0.0,0.04566,0.082,13.78244,0.2974,0.20352,0.9872,0.0128,0.79648,3.52181,3.52181,2.93184,1.04739,0.47225,2023-11-11,2023-11-06,2023-11-01,2023-01-01
11.69725,19.579,6.81731,6.00875,0.0,0.17838,0.082,11.01059,0.2974,0.43763,0.97961,0.02039,0.56237,8.56841,8.56841,4.70156,2.54824,1.22798,2023-11-12,2023-11-06,2023-11-01,2023-01-01
1.224,18.52075,0.07456,0.31119,0.0,0.00169,0.082,18.14716,0.2974,0.02017,0.9955,0.0045,0.97983,0.37359,0.37359,1.14775,0.11111,0.08643,2023-11-13,2023-11-13,2023-11-01,2023-01-01
2.62363,19.31525,0.85375,0.58131,0.0,0.00644,0.082,18.41581,0.2974,0.04657,0.99289,0.00711,0.95343,0.89944,0.89944,1.76344,0.26749,0.10287,2023-11-14,2023-11-13,2023-11-01,2023-01-01
6.3785,15.82212,3.3125,2.83644,0.0,0.06672,0.082,11.69891,0.2974,0.2606,0.98408,0.01592,0.7394,4.12322,4.12322,2.99928,1.22625,0.57193,2023-11-15,2023-11-13,2023-11-01,2023-01-01
2.5405,22.43388,0.59969,0.29969,0.0,0.00103,0.082,21.45166,0.2974,0.04378,0.99895,0.00105,0.95622,0.98222,0.98222,1.93978,0.29211,0.03995,2023-11-16,2023-11-13,2023-11-01,2023-01-01
7.40088,23.60762,2.45825,2.40062,0.0,0.03012,0.082,18.04356,0.2974,0.23569,0.99461,0.00539,0.76431,5.56406,5.56406,4.9125,1.65475,0.51237,2023-11-17,2023-11-13,2023-11-01,2023-01-01
2.1935,22.48562,0.872,0.59106,0.0,0.00181,0.082,21.975,0.2974,0.02271,0.99646,0.00354,0.97729,0.51063,0.51062,1.31969,0.15186,0.10428,2023-11-18,2023-11-13,2023-11-01,2023-01-01
4.341,13.17625,1.27025,0.94363,0.0,0.01478,0.082,10.64022,0.2974,0.19247,0.99421,0.00579,0.80753,2.53603,2.53603,3.05597,0.75422,0.17647,2023-11-19,2023-11-13,2023-11-01,2023-01-01
5.06787,20.15975,1.61431,1.23087,0.0,0.04325,0.082,16.98084,0.2974,0.15769,0.98658,0.01342,0.84231,3.17891,3.17891,3.41031,0.94541,0.23369,2023-11-20,2023-11-20,2023-11-01,2023-01-01
2.72337,17.7665,0.327,0.30656,0.0,0.0035,0.082,16.30369,0.2974,0.08234,0.99761,0.00239,0.91766,1.46281,1.46281,2.39288,0.43504,0.06436,2023-11-21,2023-11-20,2023-11-01,2023-01-01
12.29075,22.96787,6.4385,5.74737,0.0,0.17169,0.082,13.68328,0.2974,0.40424,0.98184,0.01816,0.59576,9.28459,9.28459,5.68056,2.76124,1.18131,2023-11-22,2023-11-20,2023-11-01,2023-01-01
0.26225,19.29688,0.55381,0.31181,0.0,0.0,0.082,20.04969,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04732,2023-11-23,2023-11-20,2023-11-01,2023-01-01
4.02,22.70212,1.20806,1.27556,0.0,0.01747,0.082,20.03078,0.2974,0.11767,0.9935,0.0065,0.88233,2.67134,2.67134,2.79447,0.79446,0.28029,2023-11-24,2023-11-20,2023-11-01,2023-01-01
2.62012,20.89088,1.14656,0.86694,0.0,0.00719,0.082,19.97572,0.2974,0.04381,0.99221,0.00779,0.95619,0.91516,0.91516,1.46637,0.27217,0.16381,2023-11-25,2023-11-20,2023-11-01,2023-01-01
2.48462,18.07325,1.24269,0.81112,0.0,0.01084,0.082,17.27269,0.2974,0.0443,0.98664,0.01336,0.9557,0.80056,0.80056,1.23109,0.23809,0.13933,2023-11-26,2023-11-20,2023-11-01,2023-01-01
0.88762,23.86313,0.85656,0.575,0.0,0.00169,0.082,24.36781,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.02938,0.0,0.10077,2023-11-27,2023-11-27,2023-11-01,2023-01-01
0.247,32.13775,0.57325,0.30888,0.0,0.0,0.082,32.86375,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04485,2023-11-28,2023-11-27,2023-11-01,2023-01-01
0.7685,30.62262,0.9165,0.57781,0.0,0.00894,0.082,31.15581,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09669,2023-11-29,2023-11-27,2023-11-01,2023-01-01
8.55175,26.47237,5.63725,5.2755,0.0,0.22316,0.082,20.39906,0.2974,0.22942,0.96456,0.03544,0.77058,6.07331,6.07331,2.69134,1.8062,1.10668,2023-11-30,2023-11-27,2023-11-01,2023-01-01
0.804,29.05525,0.7865,0.59144,0.0,0.00066,0.082,29.693,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.01684,0.0,0.1114,2023-12-01,2023-11-27,2023-12-01,2023-01-01
7.03012,25.264,3.76638,3.27244,0.0,0.02753,0.082,20.36656,0.2974,0.19385,0.99441,0.00559,0.80615,4.89744,4.89744,3.23622,1.4565,0.66438,2023-12-02,2023-11-27,2023-12-01,2023-01-01
8.14488,27.26225,3.65306,3.16806,0.0,0.04537,0.082,21.17256,0.2974,0.22337,0.9926,0.0074,0.77663,6.08969,6.08969,4.44644,1.81107,0.64263,2023-12-03,2023-11-27,2023-12-01,2023-01-01
2.8415,31.87075,0.69156,0.293,0.0,0.00584,0.082,30.77781,0.2974,0.03429,0.99468,0.00532,0.96571,1.09294,1.09294,2.14409,0.32504,0.03043,2023-12-04,2023-12-04,2023-12-01,2023-01-01
3.44525,23.55588,0.28381,0.30619,0.0,0.01303,0.082,21.589,0.2974,0.0835,0.99342,0.00658,0.9165,1.96688,1.96688,3.14841,0.58495,0.06779,2023-12-05,2023-12-04,2023-12-01,2023-01-01
1.017,30.83825,0.671,0.2905,0.0,0.0,0.082,31.29188,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.346,0.0,0.03137,2023-12-06,2023-12-04,2023-12-01,2023-01-01
12.89363,22.26475,7.14094,6.80006,0.0,0.07938,0.082,11.90237,0.2974,0.46542,0.9924,0.0076,0.53458,10.36237,10.36238,5.67331,3.08177,1.43678,2023-12-07,2023-12-04,2023-12-01,2023-01-01
1.37312,22.52113,0.6345,0.285,0.0,0.00197,0.082,22.6945,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.73666,0.0,0.03273,2023-12-08,2023-12-04,2023-12-01,2023-01-01
3.56625,15.668,1.086,0.94725,0.0,0.01222,0.082,13.56819,0.2974,0.13402,0.99421,0.00579,0.86598,2.09981,2.09981,2.46803,0.62448,0.19266,2023-12-09,2023-12-04,2023-12-01,2023-01-01
2.85062,17.74175,1.67025,1.21156,0.0,0.02884,0.082,16.68731,0.2974,0.05943,0.97337,0.02663,0.94057,1.05444,1.05444,1.15153,0.31359,0.22336,2023-12-10,2023-12-04,2023-12-01,2023-01-01
1.4825,20.22175,0.66963,0.28931,0.0,0.00041,0.082,20.41381,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.81247,0.0,0.03113,2023-12-11,2023-12-11,2023-12-01,2023-01-01
5.647,19.53787,2.50594,2.45131,0.0,0.04956,0.082,15.43681,0.2974,0.2099,0.98806,0.01194,0.7901,4.10106,4.10106,3.0915,1.21966,0.52353,2023-12-12,2023-12-11,2023-12-01,2023-01-01
2.6595,20.83488,0.95263,0.58275,0.0,0.00809,0.082,19.92125,0.2974,0.04385,0.99122,0.00878,0.95615,0.91363,0.91362,1.69878,0.27171,0.09519,2023-12-13,2023-12-11,2023-12-01,2023-01-01
0.256,18.43163,0.61594,0.30588,0.0,0.0,0.082,19.15019,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04046,2023-12-14,2023-12-11,2023-12-01,2023-01-01
2.05187,22.73738,0.51681,0.29437,0.0,6e-05,0.082,22.16613,0.2974,0.02512,0.99989,0.00011,0.97488,0.57125,0.57125,1.535,0.16989,0.04517,2023-12-15,2023-12-11,2023-12-01,2023-01-01
3.44225,23.54913,0.27231,0.30475,0.0,0.00228,0.082,21.34025,0.2974,0.0938,0.99897,0.00103,0.9062,2.20887,2.20887,3.16766,0.65692,0.0683,2023-12-16,2023-12-11,2023-12-01,2023-01-01
4.73963,24.4965,1.57031,1.28869,0.0,0.05303,0.082,21.49425,0.2974,0.12256,0.98264,0.01736,0.87744,3.00225,3.00225,3.11628,0.89287,0.25449,2023-12-17,2023-12-11,2023-12-01,2023-01-01
4.32275,25.62675,1.36738,1.073,0.0,0.04575,0.082,22.9535,0.2974,0.10431,0.98317,0.01683,0.89569,2.67325,2.67325,2.90963,0.79502,0.20699,2023-12-18,2023-12-18,2023-12-01,2023-01-01
1.06787,21.14425,0.92712,0.57419,0.0,0.00213,0.082,21.47188,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.13862,0.0,0.09474,2023-12-19,2023-12-18,2023-12-01,2023-01-01
0.56675,23.78475,0.66363,0.30838,0.0,0.0,0.082,24.64988,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03729,2023-12-20,2023-12-18,2023-12-01,2023-01-01
0.46275,19.48675,0.32438,0.30406,0.0,0.0,0.082,19.74625,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.13837,0.0,0.06383,2023-12-21,2023-12-18,2023-12-01,2023-01-01
1.02687,19.56275,0.86431,0.59,0.0,0.01487,0.082,20.12675,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.14769,0.0,0.10459,2023-12-22,2023-12-18,2023-12-01,2023-01-01
0.20312,22.2505,0.51125,0.31112,0.0,0.0,0.082,22.907,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05061,2023-12-23,2023-12-18,2023-12-01,2023-01-01
0.64,20.97075,0.70125,0.31288,0.0,0.0,0.082,21.8845,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03555,2023-12-24,2023-12-18,2023-12-01,2023-01-01
0.83562,15.10025,0.60156,0.29119,0.0,0.0,0.082,15.55425,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.23406,0.0,0.03727,2023-12-25,2023-12-25,2023-12-01,2023-01-01
3.57725,13.78125,1.36875,1.39644,0.0,0.02712,0.082,11.58625,0.2974,0.15927,0.98779,0.01221,0.84073,2.195,2.195,2.18138,0.65279,0.30306,2023-12-26,2023-12-25,2023-12-01,2023-01-01
2.0505,22.0495,0.89169,0.5735,0.0,0.01256,0.082,21.57888,0.2974,0.02134,0.974,0.026,0.97866,0.47062,0.47062,1.14625,0.13996,0.09744,2023-12-27,2023-12-25,2023-12-01,2023-01-01
4.04512,21.1835,1.01706,0.58113,0.0,0.00656,0.082,18.90612,0.2974,0.10751,0.99713,0.00287,0.89249,2.27737,2.27737,3.0215,0.67729,0.08943,2023-12-28,2023-12-25,2023-12-01,2023-01-01
0.945,21.156,0.23344,0.30631,0.0,0.00013,0.082,21.26938,0.2974,0.0,1.0,0.0,1.0,0.0,0.0,0.71144,0.0,0.07196,2023-12-29,2023-12-25,2023-12-01,2023-01-01
4.79575,22.12625,1.533,1.33569,0.0,0.01344,0.082,19.01025,0.2974,0.14083,0.99571,0.00429,0.85917,3.116,3.116,3.24931,0.9267,0.27153,2023-12-30,2023-12-25,2023-12-01,2023-01-01
2.0155,27.6965,0.90912,0.572,0.0,0.018,0.082,27.25013,0.2974,0.01612,0.96124,0.03876,0.98388,0.44638,0.44637,1.08837,0.13275,0.09556,2023-12-31,2023-12-25,2023-12-01,2023-01-01
1.8005,21.8115,0.85294,0.58544,0.0,0.00169,0.082,21.43625,0.2974,0.0172,0.99552,0.00448,0.9828,0.37525,0.37525,0.94587,0.1116,0.10417,2024-01-01,2024-01-01,2024-01-01,2024-01-01
0.84713,22.4605,0.8095,0.58956,0.0,0.00337,0.082,22.91262,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.03425,0.0,0.11597,2024-01-02,2024-01-01,2024-01-01,2024-01-01
2.16988,20.459,0.86325,0.58925,0.0,0.009,0.082,19.73513,0.3093,0.03538,0.98772,0.01228,0.96462,0.72387,0.72387,1.29763,0.22389,0.11147,2024-01-03,2024-01-01,2024-01-01,2024-01-01
1.34937,20.3555,0.81356,0.58337,0.0,0.01084,0.082,20.50925,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.52497,0.0,0.11373,2024-01-04,2024-01-01,2024-01-01,2024-01-01
2.0315,23.60175,0.84319,0.59713,0.0,0.00309,0.082,23.168,0.3093,0.01838,0.99292,0.00708,0.98162,0.43375,0.43375,1.18522,0.13416,0.11555,2024-01-05,2024-01-01,2024-01-01,2024-01-01
0.52425,25.0625,0.70444,0.30456,0.0,0.0,0.082,25.97062,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03644,2024-01-06,2024-01-01,2024-01-01,2024-01-01
0.98388,31.08775,0.6085,0.28663,0.0,0.0,0.082,31.43463,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.37538,0.0,0.03876,2024-01-07,2024-01-01,2024-01-01,2024-01-01
13.174,34.8345,4.32375,4.22356,0.0,0.13569,0.082,23.60125,0.3093,0.32247,0.98807,0.01193,0.67753,11.23325,11.23325,8.71456,3.47444,0.9518,2024-01-08,2024-01-08,2024-01-01,2024-01-01
16.52563,41.498,15.2355,10.50019,0.32527,9.68603,0.082,33.04675,0.3093,0.20365,0.46596,0.53404,0.79635,8.45125,8.45125,0.0,2.61397,1.9984,2024-01-09,2024-01-08,2024-01-01,2024-01-01
7.54375,46.08775,7.80813,11.31731,0.0,5.15784,0.082,33.75025,0.3093,0.2677,0.70519,0.29481,0.7323,12.3375,12.3375,0.0,3.81599,2.86018,2024-01-10,2024-01-08,2024-01-01,2024-01-01
15.30225,25.2225,7.05638,6.55756,0.0,0.17678,0.082,12.42188,0.3093,0.50751,0.98638,0.01362,0.49249,12.80063,12.80063,8.06909,3.95923,1.44963,2024-01-11,2024-01-08,2024-01-01,2024-01-01
1.142,32.8835,0.59581,0.31038,0.0,0.0,0.082,32.96425,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.54619,0.0,0.04714,2024-01-12,2024-01-08,2024-01-01,2024-01-01
0.912,24.94325,0.59681,0.31075,0.0,0.00034,0.082,25.22987,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.31484,0.0,0.04718,2024-01-13,2024-01-08,2024-01-01,2024-01-01
0.09325,32.7025,0.59613,0.31038,0.0,0.0,0.082,33.382,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04712,2024-01-14,2024-01-08,2024-01-01,2024-01-01
0.0045,25.90125,0.593,0.31025,0.0,0.0,0.082,26.51875,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04733,2024-01-15,2024-01-15,2024-01-01,2024-01-01
2.96,33.1235,0.38531,0.30531,0.0,0.01572,0.082,31.1665,0.3093,0.05908,0.99203,0.00797,0.94092,1.957,1.957,2.55897,0.6053,0.06284,2024-01-16,2024-01-15,2024-01-01,2024-01-01
0.84675,30.75475,0.59206,0.31031,0.0,3e-05,0.082,30.98988,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.25466,0.0,0.04743,2024-01-17,2024-01-15,2024-01-01,2024-01-01
5.22925,27.57425,3.81706,3.09025,0.0,0.09841,0.082,24.18913,0.3093,0.12276,0.97175,0.02825,0.87724,3.38512,3.38512,1.31378,1.04702,0.64282,2024-01-18,2024-01-15,2024-01-01,2024-01-01
1.6195,34.39725,0.60388,0.31,0.0,0.00078,0.082,33.97537,0.3093,0.01226,0.99815,0.00185,0.98774,0.42187,0.42188,1.01484,0.13049,0.04637,2024-01-19,2024-01-15,2024-01-01,2024-01-01
11.1995,29.685,2.67619,2.77537,0.0,0.06516,0.082,19.6245,0.3093,0.33891,0.99357,0.00643,0.66109,10.0605,10.0605,8.45816,3.11171,0.63898,2024-01-20,2024-01-15,2024-01-01,2024-01-01
3.15625,29.962,0.63819,0.30975,0.0,0.00516,0.082,28.27838,0.3093,0.05619,0.99695,0.00305,0.94381,1.68363,1.68362,2.51291,0.52075,0.04347,2024-01-21,2024-01-15,2024-01-01,2024-01-01
2.9235,20.0885,1.54325,0.78306,0.0,0.01909,0.082,19.17213,0.3093,0.04562,0.97959,0.02041,0.95438,0.91638,0.91637,1.36116,0.28343,0.11565,2024-01-22,2024-01-22,2024-01-01,2024-01-01
6.00275,21.2615,1.97525,1.81494,0.0,0.07562,0.082,16.87513,0.3093,0.20631,0.98305,0.01695,0.79369,4.38638,4.38638,3.95188,1.35671,0.39939,2024-01-23,2024-01-22,2024-01-01,2024-01-01
2.5635,17.2995,0.70788,0.30225,0.0,0.00478,0.082,16.37487,0.3093,0.05345,0.99486,0.00514,0.94655,0.92463,0.92462,1.85084,0.28599,0.03544,2024-01-24,2024-01-22,2024-01-01,2024-01-01
6.3435,23.0825,2.9105,2.93962,0.0,0.04722,0.082,18.13162,0.3093,0.21449,0.99055,0.00945,0.78551,4.95088,4.95087,3.38578,1.53131,0.67057,2024-01-25,2024-01-22,2024-01-01,2024-01-01
4.11825,23.1115,2.58569,1.94925,0.0,0.07553,0.082,20.8685,0.3093,0.09705,0.96742,0.03258,0.90295,2.243,2.243,1.45703,0.69376,0.39088,2024-01-26,2024-01-22,2024-01-01,2024-01-01
17.0575,18.24775,10.58263,4.00869,0.55479,0.05141,0.082,9.67488,0.3093,0.4698,0.99404,0.00596,0.5302,8.57288,8.57287,6.42347,2.65159,0.37211,2024-01-27,2024-01-22,2024-01-01,2024-01-01
19.2355,26.60975,10.99594,16.54775,0.0,0.32697,0.082,4.67012,0.3093,0.8245,0.98532,0.01468,0.1755,21.93962,21.93962,7.91259,6.78593,4.21655,2024-01-28,2024-01-22,2024-01-01,2024-01-01
12.0075,15.08375,6.46019,4.06356,0.16531,0.11478,0.082,7.57038,0.3093,0.49811,0.98495,0.01505,0.50189,7.51337,7.51337,5.43253,2.32389,0.72712,2024-01-29,2024-01-29,2024-01-01,2024-01-01
5.521,17.798,1.62906,3.33663,0.0,0.05328,0.082,12.35688,0.3093,0.30572,0.9903,0.0097,0.69428,5.44112,5.44112,3.83866,1.68294,0.89843,2024-01-30,2024-01-29,2024-01-01,2024-01-01
2.12325,19.77575,0.64512,0.30438,0.0,0.00175,0.082,19.29413,0.3093,0.02435,0.99638,0.00362,0.97565,0.48163,0.48162,1.47638,0.14897,0.04124,2024-01-31,2024-01-29,2024-01-01,2024-01-01
14.30375,19.68125,7.53706,6.094,0.0888,0.18812,0.082,9.523,0.3093,0.51614,0.98182,0.01818,0.48386,10.15825,10.15825,6.57856,3.14195,1.26684,2024-02-01,2024-01-29,2024-02-01,2024-01-01
13.826,23.8235,6.12756,6.71494,0.0,0.10384,0.082,11.63537,0.3093,0.5116,0.99155,0.00845,0.4884,12.18813,12.18812,7.59459,3.76979,1.57447,2024-02-02,2024-01-29,2024-02-01,2024-01-01
2.23475,22.4945,0.60569,0.30888,0.0,0.00116,0.082,21.77812,0.3093,0.03185,0.99839,0.00161,0.96815,0.71638,0.71637,1.62791,0.22157,0.04587,2024-02-03,2024-01-29,2024-02-01,2024-01-01
1.89425,25.062,0.60644,0.31,0.0,0.00072,0.082,24.71213,0.3093,0.01396,0.99795,0.00205,0.98604,0.34987,0.34988,1.28709,0.10822,0.04616,2024-02-04,2024-01-29,2024-02-01,2024-01-01
6.68575,16.51525,3.609,3.41588,0.0,0.06728,0.082,11.89762,0.3093,0.2796,0.98564,0.01436,0.7204,4.61762,4.61763,3.00947,1.42823,0.76059,2024-02-05,2024-02-05,2024-02-01,2024-01-01
1.512,18.54975,0.61531,0.30681,0.0,0.00194,0.082,18.6,0.3093,0.0,1.0,0.0,1.0,0.0,0.0,0.89475,0.0,0.04444,2024-02-06,2024-02-05,2024-02-01,2024-01-01
4.06125,21.3405,1.90544,1.214,0.0,0.02003,0.082,19.5105,0.3093,0.08575,0.98917,0.01083,0.91425,1.83,1.83,2.13578,0.56602,0.21924,2024-02-07,2024-02-05,2024-02-01,2024-01-01
2.76175,24.00625,0.60075,0.31006,0.0,0.00144,0.082,22.935,0.3093,0.04462,0.99866,0.00134,0.95538,1.07125,1.07125,2.15956,0.33134,0.04664,2024-02-08,2024-02-05,2024-02-01,2024-01-01
3.8725,13.85175,0.62919,0.28637,0.0,0.00775,0.082,11.84775,0.3093,0.14467,0.99615,0.00385,0.85533,2.004,2.004,3.23556,0.61984,0.03698,2024-02-09,2024-02-05,2024-02-01,2024-01-01
12.79625,10.44125,8.83263,4.4305,0.31832,0.05031,0.082,4.56,0.3093,0.56327,0.99152,0.00848,0.43673,5.88125,5.88125,3.91331,1.81907,0.64608,2024-02-10,2024-02-05,2024-02-01,2024-01-01
6.606,11.234,2.89006,6.51262,0.0,0.04512,0.082,3.71275,0.3093,0.66951,0.99404,0.00596,0.33049,7.52125,7.52125,3.67081,2.32632,1.77737,2024-02-11,2024-02-05,2024-02-01,2024-01-01
8.99325,21.05425,3.33156,3.16975,0.0,0.14453,0.082,14.46275,0.3093,0.31307,0.97854,0.02146,0.68693,6.5915,6.5915,5.51716,2.03875,0.70722,2024-02-12,2024-02-12,2024-02-01,2024-01-01
14.7005,18.75325,8.17731,7.13925,0.0,0.29322,0.082,7.7615,0.3093,0.58613,0.97402,0.02598,0.41387,10.99175,10.99175,6.22997,3.39975,1.53763,2024-02-13,2024-02-12,2024-02-01,2024-01-01
3.4835,18.79125,0.38312,0.28937,0.0,0.00916,0.082,16.78225,0.3093,0.10691,0.99546,0.00454,0.89309,2.009,2.009,3.09122,0.62138,0.05809,2024-02-14,2024-02-12,2024-02-01,2024-01-01
8.73325,18.4275,3.57337,3.62213,0.0,0.08722,0.082,11.595,0.3093,0.37078,0.9874,0.0126,0.62922,6.8325,6.8325,5.07266,2.11329,0.82731,2024-02-15,2024-02-12,2024-02-01,2024-01-01
3.14625,21.9915,0.7545,0.29688,0.0,0.01147,0.082,20.746,0.3093,0.05664,0.99088,0.00912,0.94336,1.2455,1.2455,2.38028,0.38523,0.02995,2024-02-16,2024-02-12,2024-02-01,2024-01-01
2.427,15.86075,0.87806,0.49681,0.0,0.00891,0.082,15.18675,0.3093,0.04249,0.98696,0.01304,0.95751,0.674,0.674,1.54003,0.20847,0.08166,2024-02-17,2024-02-12,2024-02-01,2024-01-01
3.86325,18.81325,1.29737,1.30144,0.0,0.0185,0.082,16.4285,0.3093,0.12676,0.9923,0.0077,0.87324,2.38475,2.38475,2.54737,0.7376,0.29615,2024-02-18,2024-02-12,2024-02-01,2024-01-01
4.02425,20.275,0.8915,0.67675,0.0,0.11634,0.082,18.18425,0.3093,0.10312,0.94729,0.05271,0.89688,2.09075,2.09075,3.01641,0.64667,0.13622,2024-02-19,2024-02-19,2024-02-01,2024-01-01
8.16025,22.9295,3.65131,3.0335,0.0,0.09872,0.082,17.4075,0.3093,0.24083,0.98244,0.01756,0.75917,5.522,5.522,4.41022,1.70795,0.63885,2024-02-20,2024-02-19,2024-02-01,2024-01-01
8.774,19.2265,4.06825,3.86262,0.0,0.10316,0.082,12.64225,0.3093,0.34246,0.98457,0.01543,0.65754,6.58425,6.58425,4.60259,2.03651,0.86111,2024-02-21,2024-02-19,2024-02-01,2024-01-01
6.4375,16.39125,2.57069,2.33312,0.0,0.13256,0.082,12.16775,0.3093,0.25767,0.96957,0.03043,0.74233,4.2235,4.2235,3.73425,1.30633,0.51084,2024-02-22,2024-02-19,2024-02-01,2024-01-01
9.267,21.959,3.04256,2.69687,0.0,0.12762,0.082,15.10225,0.3093,0.31225,0.98173,0.01827,0.68775,6.85675,6.85675,6.09681,2.12079,0.58465,2024-02-23,2024-02-19,2024-02-01,2024-01-01
9.06375,20.67925,5.94944,5.19738,0.0,0.16559,0.082,14.52525,0.3093,0.29759,0.9738,0.0262,0.70241,6.154,6.154,2.94872,1.90343,1.11969,2024-02-24,2024-02-19,2024-02-01,2024-01-01
10.96175,19.24925,4.83956,4.59019,0.0,0.15406,0.082,10.86725,0.3093,0.43545,0.98195,0.01805,0.56455,8.382,8.382,5.96812,2.59255,1.0229,2024-02-25,2024-02-19,2024-02-01,2024-01-01
6.6445,22.57925,1.69775,1.3485,0.0,0.04238,0.082,18.04625,0.3093,0.20076,0.99074,0.00926,0.79924,4.533,4.533,4.90437,1.40206,0.27788,2024-02-26,2024-02-26,2024-02-01,2024-01-01
